시설물라벨명칭,시설물종류명,시설물용도분류명,시설물물품구분,지번주소명,도로명주소명,경도,위도,좌표,사용유형분류명,시설물상태,접속포트,시설물설치일,센터분류명,지구분류명,아이콘지아이에스표출여부,이전전시설물유형,번호인식카메라여부,완제품구분,비상벨현장단말전화번호,비상벨센터단말전화번호,관리지역분류명,비상벨여부,경찰지구대,등록일시,수정일시,행정동분류명,행정동,씨씨티브이방향각지원여부,관리번호,행정동명
C251076_화곡1동 930-7(고정2) S오일 주유소 국회대로 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C291034_화곡6동 955-6(고정1) 까치산로 26길 23 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C251074_화곡1동 923-3(고정1) 강서로 7길 132 하나 어린이집 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-10-15 14:43:00,,,,,
C141036_공항동 40-8(고정2) (6시 예지유치원),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C281032_화곡4동 780-12(고정2) 곰달래로 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-10-15 14:43:00,,,,,
C251073_화곡1동 373-19(고정3) 월정로 30가길 16-9 경인빌라 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-10-15 14:43:00,,,,,
C251081_화곡1동 934-47(고정3) 화곡 보람더하임 아파트 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-10-15 14:43:00,,,,,
C251075_화곡1동 911-3(고정1) 국회대로 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C251081_화곡1동 934-47(고정4) 국회대로 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-10-15 14:43:00,,,,,
C291037_화곡6동 1102-9(고정1) 우장산 롯데캐슬 아파트 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C231021_염창동 276(고정3)등촌역방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-11-06 12:31:00,,,,,
C251073_화곡1동 373-19(고정1)우리은행 화곡동지점 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C251085_화곡1동 927-7(고정2) 화곡 더하임 보람아파트 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-10-15 14:43:00,,,,,
C251073_화곡1동 373-19(고정2)월정초교 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C191020_발산1동(내발산동) 722-1(고정2) (11시 발산초등학교),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C191020_발산1동(내발산동) 722-1(고정1) (5시 태승훼미리아파트5차),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C281026_화곡4동 504-12(고정2) 등촌로13나길 18 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C241035_우장산동(화곡동) 1159(고정1)우장산동주민센터방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-11-25 00:31:00,,,,,
C251074_화곡1동 923-3(고정3) 웰라이빌 아파트 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C281034_화곡4동 827-9(고정3) 광명하이츠 27차 (등촌로5가길 46)방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C291037_화곡6동 1102-9(고정3) 화곡로 59길 37-19 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C281034_화곡4동 827-9(고정1) 등촌로5가길 27 광천쉐르빌 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-10-15 14:43:00,,,,,
C251080_화곡1동 343-30(고정1) 천사어린이집 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C251078_화곡1동 368-52(고정2) 가로공원로 대로 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-10-15 14:43:00,,,,,
C251078_화곡1동 368-52(고정1) 월정로 32길 68 화곡7-1 공영주차장 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-10-15 14:43:00,,,,,
C191005(A1039)_발산1동 710-56(고정3) (12시 명덕중.고등학교),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C281033_화곡4동 795-5(고정3) 등촌로3길 37 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-10-15 14:43:00,,,,,
C251047(A9020)_화곡동 362-169 화곡시장(보조2) 가로공원로80길 71방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-12-14 12:31:00,,,,,
C191005(A1039)_발산1동 710-56(고정2) (3시 청솔파인힐아파트),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C211045_방화2동 564-27(고정1)금낭화로11길3-13방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C301036_화곡8동 153-20(고정1) 안골 어린이공원 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-17 00:31:00,,,,,
C261027_화곡2동 885-1(고정2) 삼성 아파트  방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C301035_화곡8동 332-42 (고정1) 초록마을로 157-20 경원그린빌라 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-10-15 14:43:00,,,,,
C261025_화곡2동 875-8(고정2) 강서로 대로 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-10-15 14:43:00,,,,,
C261028_화곡2동 845-17(고정1) 국회대로 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-10-15 14:43:00,,,,,
C261027_화곡2동 885-1(고정1) 은창 아파트  방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C211046_방화2동 648-57(고정1)방화2경로당방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C211048_방화2동 596-10(고정1)장재민정형외과의원방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C211043_방화2동(개화동)463-42(고정1)개화동로13길13방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C211041_방화2동 648-30(고정2)민들레공원방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C281035_화곡4동 775-11(고정1) 남부시장 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C261028_화곡2동 845-17(고정3) 곰달래 아파트  방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C311054_화곡본동 29-78(고정2) 까치산로 12길 7-17 주연어린이집 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-10-15 14:43:00,,,,,
C211041_방화2동 648-30(고정3)방화2동경로당방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C311052_화곡본동 56-108(고정2) 초록마을로21길 5 우성빌라 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-10-15 14:43:00,,,,,
C281036_화곡4동 842-11(고정3) 세븐일레븐 편의점(곰달래로 50길 19) 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-10-15 14:43:00,,,,,
C261025_화곡2동 875-8(고정1) 소망빌라 강서로10길 108 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-10-15 14:43:00,,,,,
C261026_화곡2동 160-1(고정1) 태경빌라 (곰달래로35길 123) 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C281036_화곡4동 842-11(고정2) 국회대로 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C311052_화곡본동 56-108(고정1) 초록마을로22길 13 두산빌라 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-10-15 14:43:00,,,,,
C301037_화곡8동 338-8(고정1) 까치산시장 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-17 00:31:00,,,,,
C211039_방화2동 564-94(고정1)유맥스방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C311053_화곡본동 56-607(고정1) 초록마을로14길 21 진우하이빌 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-10-15 14:43:00,,,,,
C311057_화곡본동 105-428(고정1) 강서로24길 34 미문빌라 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-10-15 14:43:00,,,,,
C261028_화곡2동 845-17(고정4) 뜸부기 어린이공원  방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C261028_화곡2동 845-17(고정2) 신도 아파트 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C311054_화곡본동 29-78(고정1) 화곡제일침례교회 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-10-15 14:43:00,,,,,
C211041_방화2동 648-30(고정1)원광택시방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C281036_화곡4동 842-11(고정1) 삼성 아파트 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-10-15 14:43:00,,,,,
C211046_방화2동 648-57(고정2)잼잼어린이집방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C301038_화곡8동 887-11(고정1) 율창 아파트 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-17 00:31:00,,,,,
C211042_방화2동 617-22(고정2)방화빌라방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C311055_화복본동 24-283(고정1) 화곡본동 주민센터 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-10-15 14:43:00,,,,,
C171014_등촌고등학교 정문(고정2) (1시 보라유치원),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C311055_화복본동 24-283(고정2) 초록마을로6길 1 엘림할인마트 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-10-15 14:43:00,,,,,
C221016_방화3동 804(고정2)개화사방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C211049_방화2동(개화동) 246-13(고정1),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-03-06 10:56:00,,,,,
C271023_화곡3동 1036-12(고정2) 화곡로21길 71 스위트드림 아파트 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-10-15 14:43:00,,,,,
C171013_등명중학교 정문(고정2) (1시 등촌고등학교),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C301035_화곡8동 332-42 (고정2) 초록마을로 157-4 엘지타운6차 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-10-15 14:43:00,,,,,
C211040_방화동 645-42(고정2)형제아파트방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C311058_화곡본동 105-191(고정1) 강서로 26길 35-20 쌍용 빌라트 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-10-15 14:43:00,,,,,
C271024_화곡3동 1020-17(고정2) 강서로41길 48 광영다모은정 아파트 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-10-15 14:43:00,,,,,
C121001_가양2동 1481 가양5단지 501동 앞(고정2) (7시 가양역1번출구),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C271024_화곡3동 1020-17(고정1) 대원공원 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-10-15 14:43:00,,,,,
C251086_화곡1동 904-13(보조1) 호돌이공원 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-10-15 14:43:00,,,,,
C211044_방화2동(개화동) 560-20(고정3)내촌공원방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C221015_방화3동 812-3(고정1)금낭화로19길35방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C311038_화곡본동 56-501(보조1) 초록마을로22길 33 성은빌라 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-10-15 14:43:00,,,,,
C241038_우장산동(내발산동) 651-15(고정2) 한국SGI강서문화회관방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-11-25 00:31:00,,,,,
C121001_가양2동 1481 가양5단지 501동 앞(고정1) (1시 대림경동아파트),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C311058_화곡본동 105-191(고정2) 노을공원 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-10-15 14:43:00,,,,,
C171013_등명중학교 정문(고정1) (7시 등촌성원아파트),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C211044_방화2동(개화동) 560-20(고정1)개화동록17길11방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C311056_화곡본동 26-17(고정1) 화곡로 42나길 14-8 효성하이츠빌라 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-10-15 14:43:00,,,,,
C301034_화곡8동 152-16(고정2) 초록마을로 138-1 금성주택 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-10-15 14:43:00,,,,,
C221016_방화3동 804(고정1)방원중학교방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C171012_등촌3동 681-1(고정2) (7시 등촌근린공원),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C171014_등촌고등학교 정문(고정1) (7시 등촌주공4.5단지앞 사거리),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C211042_방화2동 617-22(고정1)방화동로3길52방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C211047_방화2동 645-19(고정2)신광빌딩방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C171012_등촌3동 681-1(고정1) (1시 양천향교역),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C301035_화곡8동 404-21(고정2) 샛별어린이집방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2020-01-11 12:31:00,,,,,
C301039_화곡8동 392-23(고정1) 배다리공원 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-10-15 14:43:00,,,,,
C301035_화곡8동 404-21(고정1) 우리약국방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2020-01-11 12:31:00,,,,,
C211047_방화2동 645-19(고정1)개화동로23길6-11방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C301034_화곡8동 152-16(고정3) 강서로 18바길 20 황제빌리지 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-10-15 14:43:00,,,,,
C301034_화곡8동 152-16(고정1) 강서로 18마길 34-2 엘지타운7차 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-10-15 14:43:00,,,,,
C211040_방화동 645-42(고정1)에어포트주유소방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C211044_방화2동(개화동) 560-20(고정2)개화치안센터방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C271023_화곡3동 1036-12(고정1) 화곡로21길43 CU편의점 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-10-15 14:43:00,,,,,
C261010(A3001)_화곡2동 459-22(보조1) 골말 어린이공원 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-10-15 14:43:00,,,,,
C211049_방화2동(개화동) 246-13(고정2)개화길84방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C191018_발산1동(내발산동) 696-11(고정2) (5시 금성맨션),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C221015_방화3동 812-3(고정2)능말경로당방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-08-14 18:07:00,,,,,
C141011(A1016)_공항동 677,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-03-06 10:56:00,,,,,
C301011(A1133)_화곡8동 895-1,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-03-06 10:56:00,,,,,
C281006(A1102)_화곡4동 824-13,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-03-06 10:56:00,,,,,
C251086_화곡1동 904-13,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-03-06 10:56:00,,,,,
C231001_염창동 244-38,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-03-06 10:56:00,,,,,
C291005(A1120)_화곡6동 963-20,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-03-06 10:56:00,,,,,
C311010(A1144)_화곡본동 56-62,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-03-06 10:56:00,,,,,
C201006(A1055)_방화1동 609-92,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-03-06 10:56:00,,,,,
C111002_가양1동 251-6,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-03-06 10:56:00,,,,,
C311008_화곡본동 56-209,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-03-06 10:56:00,,,,,
C211001(A1058)_방화2동 583-25,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-03-06 10:56:00,,,,,
C241012(A1108)_우장산동 1061-36,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-03-06 10:56:00,,,,,
C291002(A1117)_화곡6동 1131-2,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-03-06 10:56:00,,,,,
C241010(A1106)_우장산동 1059-19,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-03-06 10:56:00,,,,,
C271021_화곡3동 1039-7,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2020-07-08 12:31:00,,,,,
C231003(A1069)_염창동 280-21,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-03-06 10:56:00,,,,,
C141008(A1012)_공항동 55-135,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-03-06 10:56:00,,,,,
C241038_우장산동(내발산동) 651-15(고정1) 공항대로38길 71방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-11-25 00:31:00,,,,,
C261012(A3003)_화곡2동 865-2,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-03-06 10:56:00,,,,,
S192008(A3009)_발산1동 714(발산초등학교),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-03-06 10:56:00,,,,,
S222003(A2022)_(도로방범)방화동 418-4(치현초등학교),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-03-06 10:56:00,,,,,
C191008_발산1동 223-4(남부순환로 19길 50),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-03-06 10:56:00,,,,,
S122001(A2001)_가양2동 1473(탑산초등학교)(도로방범),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-19 00:31:00,2019-03-06 10:56:00,,,,,
