정류장번호,경도,위도,정류장명,행정동
16986,126.8521,37.56162367,등촌주공8단지,등촌동
16987,126.8132205,37.55143217,대한항공화물청사,공항동
16988,126.8131745,37.54628775,대한항공훈련센터,공항동
16989,126.8585762,37.56545633,가양대교(가상),가양동
16990,126.8585869,37.56586878,가양대교(가상),가양동
16992,126.8112609,37.55342047,김포공항화물청사,공항동
16993,126.8080679,37.55566085,김포공항세관.국립항공박물관,공항동
16994,126.8570263,37.53551602,강원슈퍼,화곡동
16997,126.8008097,37.56488592,김포공항국제선,방화동
19992,126.8123007,37.54588628,대한항공훈련센터,공항동
16224,126.8400518,37.56456734,서울강서우체국,등촌동
